id,name,link,date_of_birth,height,weight,spike,block,age
362,Dagmar Boom,/en/competition/teams/ned-netherlands/players/dagmar-boom?id=69175,01/05/2000,181,69,296,291,20
363,Nicole Koolhaas,/en/competition/teams/ned-netherlands/players/nicole-koolhaas?id=67328,31/01/1991,198,77,310,300,29
364,Indy Baijens,/en/competition/teams/ned-netherlands/players/indy-baijens?id=67317,04/02/2001,190,67,317,312,19
365,Annick Meijers,/en/competition/teams/ned-netherlands/players/annick-meijers?id=67332,23/03/2000,188,70,310,301,20
366,Claudia Hernandez Aguila,/en/competition/teams/cub-cuba/players/claudia-hernandez-aguila?id=67901,09/01/1997,181,78,225,223,23
367,Regla Rainierys Gracia Gonzalez,/en/competition/teams/cub-cuba/players/regla-rainierys-gracia-gonzalez?id=67900,28/05/1993,177,67,301,282,27
368,Lianny Tamayo Canton,/en/competition/teams/cub-cuba/players/lianny-tamayo-canton?id=67913,30/04/1999,178,58,295,290,21
369,Yamila Hernandez Santas,/en/competition/teams/cub-cuba/players/yamila-hernandez-santas?id=67902,08/11/1992,182,69,301,285,28
370,Daymara Lescay Cajigal,/en/competition/teams/cub-cuba/players/daymara-lescay-cajigal?id=67903,05/09/1992,184,72,310,305,28
371,Evilania Martinez Luis,/en/competition/teams/cub-cuba/players/evilania-martinez-luis?id=67997,11/01/2000,184,71,305,300,20
372,Diaris Perez Ramos,/en/competition/teams/cub-cuba/players/diaris-perez-ramos?id=67910,16/11/1998,182,75,304,295,22
373,Dayessi Luis Ruiz,/en/competition/teams/cub-cuba/players/dayessi-luis-ruiz?id=67904,23/10/1996,170,60,288,248,24
374,Emily Borrell Cruz,/en/competition/teams/cub-cuba/players/emily-borrell-cruz?id=67898,19/02/1992,167,55,270,260,28
375,Gretell Elena Moreno Borrero,/en/competition/teams/cub-cuba/players/gretell-elena-moreno-borrero?id=67907,30/01/1998,183,68,287,280,22
376,Ailama Cese Montalvo,/en/competition/teams/cub-cuba/players/ailama-cese-montalvo?id=67899,29/10/2000,188,58,322,308,20
377,Yamisleydis Viltres Pacheco,/en/competition/teams/cub-cuba/players/yamisleydis-viltres-pacheco?id=67915,26/07/2001,189,73,247,244,19
378,Jessica Aguilera Carbajal,/en/competition/teams/cub-cuba/players/jessica-aguilera-carbajal?id=67897,25/05/1999,184,68,311,302,21
379,Kitania Medina Torres,/en/competition/teams/cub-cuba/players/kitania-medina-torres?id=67906,24/02/1999,186,77,308,295,21
380,Odaimis Naomis Leliebre Palma,/en/competition/teams/cub-cuba/players/odaimis-naomis-leliebre-palma?id=67996,16/01/2001,175,70,228,226,19
381,Laura Beatriz Suarez Hernandez,/en/competition/teams/cub-cuba/players/laura-beatriz-suarez-hernandez?id=67912,13/12/1998,185,75,304,292,22
382,Thalia Moreno Reyes,/en/competition/teams/cub-cuba/players/thalia-moreno-reyes?id=67908,10/04/2002,189,76,315,308,18
383,Heidy Margarita Rodriguez Lopez,/en/competition/teams/cub-cuba/players/heidy-margarita-rodriguez-lopez?id=68787,24/06/1993,187,66,312,308,27
384,Egli Sabin Terry,/en/competition/teams/cub-cuba/players/egli-sabin-terry?id=67911,25/11/1991,187,76,315,308,29
385,Daima Del Rió Preval,/en/competition/teams/cub-cuba/players/daima-del-ri%c3%b3-preval?id=67994,09/09/2000,180,77,236,234,20
386,Yaimaris De Los Angeles Garcia Victoria,/en/competition/teams/cub-cuba/players/yaimaris-de-los-angeles-garcia-victoria?id=67995,03/12/2002,183,73,265,258,18
387,Ivy May Vila Wittingham,/en/competition/teams/cub-cuba/players/ivy-may-vila-wittingham?id=67914,22/07/2001,181,78,235,232,19
388,Tatyana Fendrikova,/en/competition/teams/kaz-kazakhstan/players/tatyana-fendrikova?id=68482,23/02/1990,169,55,280,275,30
389,Sana Anarkulova,/en/competition/teams/kaz-kazakhstan/players/sana-anarkulova?id=68475,21/07/1989,188,77,300,280,31
390,Yekaterina Zhdanova,/en/competition/teams/kaz-kazakhstan/players/yekaterina-zhdanova?id=68494,28/05/1992,183,65,280,270,28
391,Marina Storozhenko,/en/competition/teams/kaz-kazakhstan/players/marina-storozhenko?id=68489,06/06/1985,175,57,290,280,35
392,Natalya Akilova,/en/competition/teams/kaz-kazakhstan/players/natalya-akilova?id=68473,31/05/1993,183,62,295,275,27
393,Inna Yakovleva,/en/competition/teams/kaz-kazakhstan/players/inna-yakovleva?id=68493,04/03/1988,177,65,208,217,32
394,Korinna Ishimtseva,/en/competition/teams/kaz-kazakhstan/players/korinna-ishimtseva?id=68483,08/02/1984,187,69,300,290,36
395,Olga Drobyshevskaya,/en/competition/teams/kaz-kazakhstan/players/olga-drobyshevskaya?id=68481,22/09/1985,185,75,305,293,35
396,Aliya Sadykova,/en/competition/teams/kaz-kazakhstan/players/aliya-sadykova?id=68487,01/08/1988,174,63,293,281,32
397,Katerina Tatko,/en/competition/teams/kaz-kazakhstan/players/katerina-tatko?id=68491,15/12/1992,182,70,285,275,28
398,Yana Petrenko,/en/competition/teams/kaz-kazakhstan/players/yana-petrenko?id=68485,30/07/1990,181,71,297,265,30
399,Radmila Beresneva,/en/competition/teams/kaz-kazakhstan/players/radmila-beresneva?id=68479,06/06/1983,185,70,300,295,37
400,Alessya Safronova,/en/competition/teams/kaz-kazakhstan/players/alessya-safronova?id=68488,10/02/1986,192,70,290,280,34
401,Aliya Batkuldina,/en/competition/teams/kaz-kazakhstan/players/aliya-batkuldina?id=68477,18/11/1995,181,74,273,264,25
402,Yekaterina Razorenkova,/en/competition/teams/kaz-kazakhstan/players/yekaterina-razorenkova?id=68486,03/06/1993,185,69,283,280,27
403,Alla Bogdashkina,/en/competition/teams/kaz-kazakhstan/players/alla-bogdashkina?id=68480,22/08/1985,185,65,275,270,35
404,Kristina Anikonova,/en/competition/teams/kaz-kazakhstan/players/kristina-anikonova?id=68476,05/01/1991,183,73,295,285,29
405,Kristina Belova,/en/competition/teams/kaz-kazakhstan/players/kristina-belova?id=68478,29/11/1998,182,72,244,285,22
406,Sabina Altynbekova,/en/competition/teams/kaz-kazakhstan/players/sabina-altynbekova?id=68474,05/11/1996,182,59,280,269,24
407,Zhanna Syroeshkina,/en/competition/teams/kaz-kazakhstan/players/zhanna-syroeshkina?id=68490,04/06/1999,182,77,244,232,21
408,Yana Yagodina,/en/competition/teams/kaz-kazakhstan/players/yana-yagodina?id=68492,24/01/1993,182,69,300,285,27
409,Kristina Karapetan,/en/competition/teams/kaz-kazakhstan/players/kristina-karapetan?id=68484,03/08/1992,185,73,280,272,28
410,Serena Ortolani,/en/competition/teams/ita-italy/players/serena-ortolani?id=68935,07/01/1987,187,63,320,240,33
411,Laura Melandri,/en/competition/teams/ita-italy/players/laura-melandri?id=68928,31/01/1995,184,60,305,236,25
412,Carlotta Cambi,/en/competition/teams/ita-italy/players/carlotta-cambi?id=68918,28/05/1996,177,66,302,292,24
413,Rachele Morello,/en/competition/teams/ita-italy/players/rachele-morello?id=68930,07/11/2000,185,77,295,274,20
414,Ofelia Malinov,/en/competition/teams/ita-italy/players/ofelia-malinov?id=68927,29/02/1996,185,70,304,285,24
415,Monica De Gennaro,/en/competition/teams/ita-italy/players/monica-de-gennaro?id=68922,08/01/1987,174,67,292,217,33
416,Sylvia Chinelo Nwakalor,/en/competition/teams/ita-italy/players/sylvia-chinelo-nwakalor?id=68932,12/08/1999,180,70,330,312,21
417,Alessia Orro,/en/competition/teams/ita-italy/players/alessia-orro?id=68934,18/07/1998,180,74,308,231,22
418,Caterina Bosetti,/en/competition/teams/ita-italy/players/caterina-bosetti?id=68916,02/02/1994,179,59,299,281,26
419,Cristina Chirichella,/en/competition/teams/ita-italy/players/cristina-chirichella?id=68919,10/02/1994,194,79,322,306,26
420,Anna Danesi,/en/competition/teams/ita-italy/players/anna-danesi?id=68920,20/04/1996,198,78,312,294,24
421,Anastasia Guerra,/en/competition/teams/ita-italy/players/anastasia-guerra?id=68925,15/10/1996,187,69,312,294,24
422,Sarah Luisa Fahr,/en/competition/teams/ita-italy/players/sarah-luisa-fahr?id=68923,12/09/2001,194,84,322,306,19
423,Elena Pietrini,/en/competition/teams/ita-italy/players/elena-pietrini?id=68937,17/03/2000,190,73,330,306,20
424,Marina Lubian,/en/competition/teams/ita-italy/players/marina-lubian?id=68926,11/04/2000,195,73,318,300,20
425,Lucia Bosetti,/en/competition/teams/ita-italy/players/lucia-bosetti?id=68917,09/07/1989,178,63,310,292,31
426,Miryam Fatime Sylla,/en/competition/teams/ita-italy/players/miryam-fatime-sylla?id=68924,08/01/1995,184,80,320,240,25
427,Paola Ogechi Egonu,/en/competition/teams/ita-italy/players/paola-ogechi-egonu?id=68933,18/12/1998,193,80,344,321,22
428,Camilla Mingardi,/en/competition/teams/ita-italy/players/camilla-mingardi?id=68929,19/10/1997,182,86,300,280,23
429,Beatrice Parrocchiale,/en/competition/teams/ita-italy/players/beatrice-parrocchiale?id=68936,26/12/1995,168,59,286,258,25
430,Chiara De Bortoli,/en/competition/teams/ita-italy/players/chiara-de-bortoli?id=68921,28/07/1997,177,61,308,286,23
431,Anna Nicoletti,/en/competition/teams/ita-italy/players/anna-nicoletti?id=68931,03/01/1996,193,86,306,290,24
432,Bianka Busa,/en/competition/teams/srb-serbia/players/bianka-busa?id=69350,25/07/1994,187,74,312,298,26
433,Katarina Lazovic,/en/competition/teams/srb-serbia/players/katarina-lazovic?id=69353,12/09/1999,182,65,290,277,21
434,Sanja Malagurski,/en/competition/teams/srb-serbia/players/sanja-malagurski?id=69355,08/06/1990,193,74,305,295,30
435,Bojana Drca,/en/competition/teams/srb-serbia/players/bojana-drca?id=69367,29/03/1988,186,70,298,283,32
436,Maja Savic,/en/competition/teams/srb-serbia/players/maja-savic?id=69364,14/08/1993,189,70,305,295,27
437,Tijana Malesevic,/en/competition/teams/srb-serbia/players/tijana-malesevic?id=69356,18/03/1991,185,78,300,286,29
438,Ana Antonijevic,/en/competition/teams/srb-serbia/players/ana-antonijevic?id=69347,26/08/1987,185,71,282,269,33
439,Sladjana Mirkovic,/en/competition/teams/srb-serbia/players/sladjana-mirkovic?id=69359,07/10/1995,185,78,293,283,25
440,Brankica Mihajlovic,/en/competition/teams/srb-serbia/players/brankica-mihajlovic?id=69357,13/04/1991,190,83,302,290,29
441,Maja Ognjenovic,/en/competition/teams/srb-serbia/players/maja-ognjenovic?id=69360,06/08/1984,183,67,300,293,36
442,Stefana Veljkovic,/en/competition/teams/srb-serbia/players/stefana-veljkovic?id=69366,09/01/1990,190,76,325,310,30
443,Teodora Pusic,/en/competition/teams/srb-serbia/players/teodora-pusic?id=69362,12/03/1993,170,58,270,260,27
444,Ana Bjelica,/en/competition/teams/srb-serbia/players/ana-bjelica?id=69348,03/04/1992,190,78,310,305,28
445,Maja Aleksic,/en/competition/teams/srb-serbia/players/maja-aleksic?id=69346,06/06/1997,188,72,302,289,23
446,Jovana Stevanovic,/en/competition/teams/srb-serbia/players/jovana-stevanovic?id=69365,30/06/1992,192,72,308,295,28
447,Milena Rasic,/en/competition/teams/srb-serbia/players/milena-rasic?id=69363,25/10/1990,193,72,315,310,30
448,Silvija Popovic,/en/competition/teams/srb-serbia/players/silvija-popovic?id=69361,15/03/1986,178,65,286,276,34
449,Tijana Boškovic,/en/competition/teams/srb-serbia/players/tijana-bo%c5%a1kovic?id=69349,08/03/1997,193,82,315,300,23
450,Bojana Milenkovic,/en/competition/teams/srb-serbia/players/bojana-milenkovic?id=69358,06/03/1997,185,70,294,288,23
451,Ana Zivojinovic,/en/competition/teams/srb-serbia/players/ana-zivojinovic?id=69352,04/07/1991,186,74,280,268,29
452,Jovana Kocic,/en/competition/teams/srb-serbia/players/jovana-kocic?id=69351,24/02/1998,190,85,290,285,22
453,Sara Lozo,/en/competition/teams/srb-serbia/players/sara-lozo?id=69354,29/04/1997,186,61,295,290,23
454,Daly Santana,/en/competition/teams/pur-puerto%20rico/players/daly-santana?id=69110,19/02/1995,182,72,272,267,25
455,Shara Venegas,/en/competition/teams/pur-puerto%20rico/players/shara-venegas?id=69114,18/09/1992,172,58,280,270,28
456,Valeria A. Leon,/en/competition/teams/pur-puerto%20rico/players/valeria-a-leon?id=69102,21/11/1995,166,67,248,242,25
457,Raymariely Santos,/en/competition/teams/pur-puerto%20rico/players/raymariely-santos?id=69112,13/04/1992,183,72,290,288,28
458,Julymar Lorelys Otero Perez,/en/competition/teams/pur-puerto%20rico/players/julymar-lorelys-otero-perez?id=69107,31/10/1996,177,65,235,239,24
459,Lynda Morales,/en/competition/teams/pur-puerto%20rico/players/lynda-morales?id=69103,20/05/1988,188,74,302,296,32
460,Stephanie Enright,/en/competition/teams/pur-puerto%20rico/players/stephanie-enright?id=69098,15/12/1990,179,56,300,292,30
461,Jennifer Nogueras,/en/competition/teams/pur-puerto%20rico/players/jennifer-nogueras?id=69104,01/08/1991,185,88,299,292,29
462,Aurea Cruz,/en/competition/teams/pur-puerto%20rico/players/aurea-cruz?id=69097,10/01/1982,180,63,310,290,38
463,Jennifer Quesada,/en/competition/teams/pur-puerto%20rico/players/jennifer-quesada?id=69108,22/02/1992,188,71,299,295,28
464,Karina Ocasio,/en/competition/teams/pur-puerto%20rico/players/karina-ocasio?id=69105,01/08/1985,192,76,298,288,35
465,Neira Ortiz,/en/competition/teams/pur-puerto%20rico/players/neira-ortiz?id=69118,06/07/1993,192,68,262,256,27
466,Shirley Ferrer,/en/competition/teams/pur-puerto%20rico/players/shirley-ferrer?id=69099,23/06/1991,180,63,290,293,29
467,Natalia Valentin,/en/competition/teams/pur-puerto%20rico/players/natalia-valentin?id=69113,12/09/1989,170,61,244,240,31
468,Jenselyn Morales,/en/competition/teams/pur-puerto%20rico/players/jenselyn-morales?id=69174,07/06/1999,183,63,247,242,21
469,Noami Santos,/en/competition/teams/pur-puerto%20rico/players/noami-santos?id=69111,29/11/1993,192,63,309,300,27
470,Alba Hernandez,/en/competition/teams/pur-puerto%20rico/players/alba-hernandez?id=69100,03/10/1994,207,87,305,293,26
471,Ana Sofia Jusino,/en/competition/teams/pur-puerto%20rico/players/ana-sofia-jusino?id=69101,05/01/1994,189,65,310,294,26
472,Sofia Victoria,/en/competition/teams/pur-puerto%20rico/players/sofia-victoria?id=69116,03/05/2002,180,69,284,279,18
473,Pilar Marie Victoria,/en/competition/teams/pur-puerto%20rico/players/pilar-marie-victoria?id=69115,11/10/1995,182,53,301,268,25
474,Adriana Vinas Joy,/en/competition/teams/pur-puerto%20rico/players/adriana-vinas-joy?id=69117,01/03/1994,178,74,245,237,26
475,Diana Reyes,/en/competition/teams/pur-puerto%20rico/players/diana-reyes?id=69109,29/04/1993,191,80,303,299,27
476,Gergana Dimitrova,/en/competition/teams/bul-bulgaria/players/gergana-dimitrova?id=68902,28/02/1996,184,71,305,288,24
477,Nasya Dimitrova,/en/competition/teams/bul-bulgaria/players/nasya-dimitrova?id=68903,06/11/1992,190,70,305,290,28
478,Kristiana Petrova,/en/competition/teams/bul-bulgaria/players/kristiana-petrova?id=68911,13/07/1997,177,70,290,282,23
479,Veselina Arshinkova,/en/competition/teams/bul-bulgaria/players/veselina-arshinkova?id=68904,06/09/1995,194,80,303,292,25
480,Miroslava Paskova,/en/competition/teams/bul-bulgaria/players/miroslava-paskova?id=68910,16/02/1996,180,67,299,280,24
481,Lora Kitipova,/en/competition/teams/bul-bulgaria/players/lora-kitipova?id=68907,19/05/1991,184,66,290,283,29
482,Petya Barakova,/en/competition/teams/bul-bulgaria/players/petya-barakova?id=68900,18/06/1994,180,76,283,271,26
483,Monika Krasteva,/en/competition/teams/bul-bulgaria/players/monika-krasteva?id=68908,09/05/1999,183,64,292,285,21
484,Mira Todorova,/en/competition/teams/bul-bulgaria/players/mira-todorova?id=68914,12/04/1994,187,73,312,300,26
485,Hristina Ruseva,/en/competition/teams/bul-bulgaria/players/hristina-ruseva?id=68913,01/10/1991,190,77,305,290,29
486,Mariya Karakasheva,/en/competition/teams/bul-bulgaria/players/mariya-karakasheva?id=68906,27/10/1988,182,68,295,290,32
487,Ivelina Monova,/en/competition/teams/bul-bulgaria/players/ivelina-monova?id=68909,17/01/1986,173,58,285,280,34
488,Zhana Todorova,/en/competition/teams/bul-bulgaria/players/zhana-todorova?id=68915,06/01/1997,170,56,271,255,23
489,Elitsa Vasileva,/en/competition/teams/bul-bulgaria/players/elitsa-vasileva?id=69038,13/05/1990,190,73,302,290,30
490,Silvana Chausheva,/en/competition/teams/bul-bulgaria/players/silvana-chausheva?id=68901,19/05/1995,188,75,305,290,25
491,Kristina Guncheva,/en/competition/teams/bul-bulgaria/players/kristina-guncheva?id=68905,24/03/1994,178,61,282,271,26
492,Vangeliya Rachkovska,/en/competition/teams/bul-bulgaria/players/vangeliya-rachkovska?id=68912,19/07/1997,185,67,296,281,23
493,Xinyue Yuan,/en/competition/teams/chn-china/players/xinyue-yuan?id=69282,21/12/1996,201,78,317,311,24
494,Ting Zhu,/en/competition/teams/chn-china/players/ting-zhu?id=69286,29/11/1994,198,78,327,300,26
495,Fangxu Yang,/en/competition/teams/chn-china/players/fangxu-yang?id=69280,06/10/1994,190,82,308,300,26
496,Hanyu Yang,/en/competition/teams/chn-china/players/hanyu-yang?id=69288,12/10/1999,192,72,317,311,21
497,Mingyuan Hu,/en/competition/teams/chn-china/players/mingyuan-hu?id=69271,17/05/1996,187,69,305,297,24
498,Xiangyu Gong,/en/competition/teams/chn-china/players/xiangyu-gong?id=69270,21/04/1997,186,72,313,302,23
499,Luyao Xu,/en/competition/teams/chn-china/players/luyao-xu?id=69278,18/08/2000,192,90,305,295,20
500,Chunlei Zeng,/en/competition/teams/chn-china/players/chunlei-zeng?id=69283,03/11/1989,187,67,315,315,31
501,Changning Zhang,/en/competition/teams/chn-china/players/changning-zhang?id=69284,06/11/1995,193,80,315,303,25
502,Xiaotong Liu,/en/competition/teams/chn-china/players/xiaotong-liu?id=69274,16/02/1990,188,80,312,300,30
503,Di Yao,/en/competition/teams/chn-china/players/di-yao?id=69281,15/08/1992,182,65,306,298,28
504,Yingying Li,/en/competition/teams/chn-china/players/yingying-li?id=69272,19/02/2000,192,71,302,294,20
505,Linyu Diao,/en/competition/teams/chn-china/players/linyu-diao?id=69287,07/04/1994,182,69,309,303,26
506,Yixin Zheng,/en/competition/teams/chn-china/players/yixin-zheng?id=69285,06/05/1995,187,71,316,307,25
507,Li Lin,/en/competition/teams/chn-china/players/li-lin?id=69273,05/07/1992,171,65,294,294,28
508,Xia Ding,/en/competition/teams/chn-china/players/xia-ding?id=69267,13/01/1990,180,67,305,300,30
509,Ni Yan,/en/competition/teams/chn-china/players/ni-yan?id=69279,02/03/1987,192,74,317,306,33
510,Mengjie Wang,/en/competition/teams/chn-china/players/mengjie-wang?id=69277,14/11/1995,172,65,289,280,25
511,Yanhan Liu,/en/competition/teams/chn-china/players/yanhan-liu?id=69275,19/01/1993,188,75,315,305,27
512,Fang Duan,/en/competition/teams/chn-china/players/fang-duan?id=69268,26/12/1994,186,73,301,296,26
513,Yi Gao,/en/competition/teams/chn-china/players/yi-gao?id=69269,22/07/1998,193,66,304,298,22
514,Zixuan Meng,/en/competition/teams/chn-china/players/zixuan-meng?id=69276,18/11/1996,180,62,298,290,24
515,Jane Wacu Wairimu,/en/competition/teams/ken-kenya/players/jane-wacu-wairimu?id=69029,24/03/1985,175,60,299,286,35
516,Christine Psiwa,/en/competition/teams/ken-kenya/players/christine-psiwa?id=69028,01/04/1992,175,62,301,298,28
517,Violet Makuto,/en/competition/teams/ken-kenya/players/violet-makuto?id=69037,20/05/1993,167,65,298,290,27
518,Leonida Kasaya,/en/competition/teams/ken-kenya/players/leonida-kasaya?id=69024,10/10/1993,168,67,297,292,27
519,Sharon Chepchumba Kiprono,/en/competition/teams/ken-kenya/players/sharon-chepchumba-kiprono?id=69033,26/10/1998,183,82,293,281,22
520,Joy Lusenaka,/en/competition/teams/ken-kenya/players/joy-lusenaka?id=69142,25/02/1991,180,62,302,290,29
521,Janet Wanja,/en/competition/teams/ken-kenya/players/janet-wanja?id=69030,24/02/1984,175,59,299,287,36
522,Trizah Atuka,/en/competition/teams/ken-kenya/players/trizah-atuka?id=69023,14/04/1992,188,65,298,293,28
523,Elizabeth Wanyama,/en/competition/teams/ken-kenya/players/elizabeth-wanyama?id=69031,27/05/1987,174,68,270,260,33
524,Noel Murambi,/en/competition/teams/ken-kenya/players/noel-murambi?id=69035,29/01/1989,178,68,302,297,31
525,Celestine Nafula,/en/competition/teams/ken-kenya/players/celestine-nafula?id=69146,09/07/1996,150,52,255,200,24
526,Pamela Jepkirui,/en/competition/teams/ken-kenya/players/pamela-jepkirui?id=69145,08/02/1996,175,69,260,233,24
527,Naomie Too,/en/competition/teams/ken-kenya/players/naomie-too?id=69149,24/04/1992,184,75,293,290,28
528,Mercy Moim,/en/competition/teams/ken-kenya/players/mercy-moim?id=69026,01/01/1989,183,72,320,308,31
529,Lorine Chebet Kaei,/en/competition/teams/ken-kenya/players/lorine-chebet-kaei?id=69032,08/10/1999,179,69,285,270,21
530,Agripina Kundu,/en/competition/teams/ken-kenya/players/agripina-kundu?id=69025,24/04/1993,165,66,294,288,27
531,Gaudencia Makokha,/en/competition/teams/ken-kenya/players/gaudencia-makokha?id=69143,15/11/1992,187,68,280,270,28
532,Emmaculate Chemtai,/en/competition/teams/ken-kenya/players/emmaculate-chemtai?id=69036,14/10/1993,180,68,300,285,27
533,Edith Mukuvilani,/en/competition/teams/ken-kenya/players/edith-mukuvilani?id=69027,20/07/1994,184,72,298,292,26
534,Everlyne Makuto,/en/competition/teams/ken-kenya/players/everlyne-makuto?id=69144,25/08/1990,181,64,328,308,30
535,Nancy Mulonza,/en/competition/teams/ken-kenya/players/nancy-mulonza?id=69148,29/03/1983,175,68,280,287,37
536,Carolyne Sirengo,/en/competition/teams/ken-kenya/players/carolyne-sirengo?id=69147,04/11/1997,179,70,280,240,23
